4,1387,2298,848,2143,0,0,0,0,0,0,0,0,0,0,0,0,39,39,25,3,0,0,0,0,0,0,0,0,0,0,0,0
4,3577,148,1047,733,0,0,0,0,0,0,0,0,0,0,0,0,32,25,25,39,0,0,0,0,0,0,0,0,0,0,0,0
2,1779,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2952,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1695,1745,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4147,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,304,3358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1811,2018,1130,1256,0,0,0,0,0,0,0,0,0,0,0,0,17,39,17,39,0,0,0,0,0,0,0,0,0,0,0,0
2,1936,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1117,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3267,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1080,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3808,3047,534,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1063,2860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3221,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3458,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1962,3605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2589,2765,3857,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,39,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3123,2457,67,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2105,2633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2126,1422,4062,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2975,2746,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2576,2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1387,848,2298,2143,0,0,0,0,0,0,0,0,0,0,0,0,39,25,39,3,0,0,0,0,0,0,0,0,0,0,0,0
2,4147,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,567,2534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1695,1745,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0
2,764,2952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2215,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1496,921,3714,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0
2,304,3358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3267,337,631,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,39,0,0,0,0,0,0,0,0,0,0,0,0,0
2,252,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1636,2580,3488,91,4037,2989,227,248,65,2669,0,0,0,0,0,0,33,38,33,13,33,43,43,43,2,38,0,0,0,0,0,0
3,1133,2018,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,25,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3577,148,733,3942,1047,0,0,0,0,0,0,0,0,0,0,0,32,25,39,14,25,0,0,0,0,0,0,0,0,0,0,0
3,1575,3283,3647,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,24,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3047,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1117,2779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1034,3893,3620,1454,0,0,0,0,0,0,0,0,0,0,0,0,25,39,28,39,0,0,0,0,0,0,0,0,0,0,0,0
2,552,3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1962,3605,2187,0,0,0,0,0,0,0,0,0,0,0,0,0,7,41,15,0,0,0,0,0,0,0,0,0,0,0,0,0
2,265,4147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2633,2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2126,1422,4062,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1695,1745,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0
4,848,1387,2298,2143,0,0,0,0,0,0,0,0,0,0,0,0,25,39,39,3,0,0,0,0,0,0,0,0,0,0,0,0
3,1496,3714,921,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0
3,567,2534,3463,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2589,2765,2829,4041,0,0,0,0,0,0,0,0,0,0,0,0,25,14,37,37,0,0,0,0,0,0,0,0,0,0,0,0
2,252,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2746,1701,2975,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0
